id,caption,image,tgt_id
4810,a piece of a green sauce on the left of a green touching other book,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/186699_1561788_1560786_rg.png,1
5583,a person in a black shirt and bag,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/441772_1825052_1168330_gr.png,2
4798,a man with a black hair and a white hat,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/55618_541936_533919_rg.png,1
2281,a man in a black shirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/576500_204184_191254_rg.png,1
2686,the man in the back of the middle,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/331278_559698_1714957_gr.png,2
2557,a woman wearing a black pants and a black jacket,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/564449_485057_1727045_gr.png,2
289,the boy in a blue shirt and yellow shirt with a frisbee,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/236245_466364_474533_rg.png,1
4505,a red car,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/476145_350874_360350_rg.png,1
1986,a cow,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/142050_72003_1820203_rg.png,1
1100,horse in the right,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/312631_55432_55115_rg.png,1
5414,a man in a hat,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/256540_465561_431296_rg.png,1
5224,the police behind the police police police,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/8339_150450_152689_rg.png,1
5778,a young boy with a striped shirt and brown hair,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/556698_513701_420613_gr.png,2
1666,a white shirt wearing brown colour,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/575701_220998_213841_gr.png,2
1353,a black bag that is case,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/526029_1186486_1185157_rg.png,1
832,the giraffe,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/205858_600088_594665_rg.png,1
1004,a white laptop in front of a laptop,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/74924_1115055_1626771_rg.png,1
478,a baseball player in a white shirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/360982_482421_495535_gr.png,2
2147,the man in the hand holding the right hand,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/27516_531220_527509_rg.png,1
1174,a man with black jacket,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/350302_435600_567168_gr.png,2
3092,a man in a blue shirt holding a suit,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/462860_1754962_531811_gr.png,2
5454,a banana in the red and black pants,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/212197_1041890_1961649_gr.png,2
4118,the pile on the right,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/534564_1914975_1915201_gr.png,2
2284,a man in a black shirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/576500_204184_191254_rg.png,1
2962,a giraffe in front of another giraffe,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/176032_598414_600160_rg.png,1
839,the giraffe that is looking to the left,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/205858_600088_594665_rg.png,1
5307,the sandwich on the right,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/154621_2231226_1085272_gr.png,2
4049,a woman in a blue jacket and blue hat,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/292127_1720354_505173_gr.png,2
1072,a baseball player in a black shirt and white ball,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/140575_430464_442569_gr.png,2
125,a zebra in front of another zebra,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/8320_591936_592241_rg.png,1
2723,the man in the hands,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/36488_466629_441334_rg.png,1
910,man in orange shirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/197718_209951_191857_rg.png,1
3574,a green vase vase,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/528970_1151458_1154335_rg.png,1
5381,a plane,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/277653_160660_161722_rg.png,1
382,a green an airplane,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/16765_160031_160694_gr.png,2
5911,a woman sitting on the lady with her sitting on top,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/458583_443846_1178619_rg.png,1
2550,a skier in a red pack,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/564449_485057_1727045_rg.png,1
1495,a pizza on the plate pizza and a paper        ,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/444344_1071649_372972_gr.png,2
4864,a blue and a blue carrying a man holding a surfboard,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/539051_446958_650431_gr.png,2
5478,a man wearing a black hat,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/56604_2157880_210974_gr.png,2
1376,a brown horse on a red horse,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/204379_54301_1609279_rg.png,1
1336,a large carrots with greens and carrots on it,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/100022_712188_1899463_rg.png,1
4248,a giraffe with another giraffe,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/415269_595973_1823719_rg.png,1
5475,a man in the middle of the mirror on the picture,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/56604_2157880_210974_gr.png,2
929,a girl sitting in black dress,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/222305_1723527_215584_rg.png,1
3579,the green vase that the green vase,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/528970_1151458_1154335_gr.png,2
3987,a woman in a black shirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/103612_477452_450061_rg.png,1
4044,a man wearing a blue jacket and glasses and a lettering,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/292127_1720354_505173_rg.png,1
177,a sandwich with a plate on it,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/311448_310064_1909845_rg.png,1
3692,a sandwich with a plate,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/226046_309730_1727876_gr.png,2
3460,a woman in a pink shirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/512400_485031_512208_gr.png,2
4540,a little boy in the blue shirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/567630_454547_2158620_gr.png,2
2130,the broccoli with the other broccoli,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/265074_1058473_1961347_gr.png,2
2720,a man in a white shirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/36488_466629_441334_gr.png,2
1689,a man wearing a blue shirt and black pants,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/436440_536288_459269_gr.png,2
1014,white boat with white and white windows,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/381128_1802379_1801443_rg.png,1
1204,a green truck,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/214523_1799177_1800036_rg.png,1
4295,a man with a tan shorts shirt and shorts on a frisbee,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/30299_467784_519159_rg.png,1
973,a yellow umbrella,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/369801_2074485_1204147_rg.png,1
1558,the person sitting on the table,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/175101_2125243_373691_gr.png,2
4915,the apple on the left,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/260580_1907396_1549846_rg.png,1
5404,the zebra in the zebra,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/146583_591790_591534_rg.png,1
5484,red bowl of a red and red cake,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/220449_710926_715821_rg.png,1
2969,a giraffe looking at the right,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/176032_598414_600160_gr.png,2
5528,a red car with a red and red truck,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/548168_363860_1778011_gr.png,2
3123,the woman holding the person in the background,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/227439_1741236_1731000_gr.png,2
3728,the pizza with a white and piece of pizza on it,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/242467_1072825_1076919_gr.png,2
3169,a black and white bowl,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/487496_689864_688070_rg.png,1
144,the back of a red truck,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/409740_399187_485557_gr.png,2
3403,a man sitting on a guy with a white shirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/529126_195079_202517_gr.png,2
2090,a skier with the snow,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/478035_514390_454682_gr.png,2
420,a silver laptop to the right of the laptop of the laptop,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/483794_1965508_1966829_gr.png,2
2735,a black and white knife with a black and white handle,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/323218_100286_1595866_rg.png,1
342,a banana on a bowl,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/360759_2108179_388514_gr.png,2
4693,a chair chair,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/342385_374945_376069_rg.png,1
858,a man sitting on the bed,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/222251_214545_223550_rg.png,1
4106,a plate on a bowl of food,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/521572_2217394_1898480_rg.png,1
3154,an glass of the wine glass of an empty wearing a plate,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/503871_663331_664024_gr.png,2
5313,a black chair with a black jacket,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/334881_1184544_468807_rg.png,1
2151,a man in a white shirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/387976_470450_424097_gr.png,2
2712,a man wearing a blue jacket and skiing,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/253202_463346_457303_gr.png,2
1003,a computer on a laptop,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/74924_1115055_1626771_rg.png,1
154,the giraffe that is ' s over,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/144_1414540_596031_gr.png,2
2868,a bowl of the table,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/79831_21880_27858_rg.png,1
5916,a lady with a tan sitting on the top,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/458583_443846_1178619_gr.png,2
1595,a red and red handle,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/84034_1672639_1672514_gr.png,2
1745,a zebra in the back,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/26421_1822778_591422_rg.png,1
1068,a baseball player with white pants in a red shirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/320785_1249423_1236539_rg.png,1
5185,a boy with a surfboard,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/146224_475120_654414_rg.png,1
3354,a blue and yellow plate,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/332069_1899032_1900773_gr.png,2
5989,a man wearing a black jacket and white shirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/131030_428628_493291_gr.png,2
883,the red on the right of white plate,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/377926_2107014_1068594_rg.png,1
3348,the front of the man in the back,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/240467_2063457_573405_gr.png,2
2786,sandwich on the left side,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/178131_1552519_1553783_rg.png,1
5833,a table with red and red top of it,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/491269_419951_1090566_gr.png,2
2634,a woman holding a white dress,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/536001_437990_462583_gr.png,2
3939,a white chair with a white stuffed you,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/537685_1580163_2121850_rg.png,1
972,the yellow umbrella,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/369801_2074485_1204147_gr.png,2
5297,a man in a blue shirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/400343_183459_187380_rg.png,1
5865,black color black and black cat with white color,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/7953_2068482_62372_gr.png,2
5432,the back of the chair in the image,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/88609_375041_374014_gr.png,2
3647,a boy in a red and a white shirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/318967_1852518_2201292_rg.png,1
3847,a plate of donut,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/46065_1928359_1927470_gr.png,2
1780,the back of the bike,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/362936_1783534_582310_rg.png,1
3894,a red chair behind a glass,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/341060_1623039_121819_rg.png,1
225,the girl in the girl,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/131279_524856_491252_rg.png,1
1241,the chair that is sitting on the front of the other of the desk,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/108124_180709_179452_rg.png,1
2037,black and black cat on the left,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/495607_49234_52739_gr.png,2
3901,a zebra in front of two other zebras,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/136265_588949_589747_rg.png,1
3681,a white swan on the right,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/455405_44521_2230045_rg.png,1
1311,a yellow bus,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/247459_406770_407607_rg.png,1
1057,a man wearing a black shirt holding a white board,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/361692_431011_468136_gr.png,2
1503,the man is in the right hand,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/313278_532810_2158327_rg.png,1
3261,a white plate with a handles on it and handles,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/201425_684370_679921_rg.png,1
102,a skier with a black jacket in a white jacket,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/516198_477664_435447_gr.png,2
758,a woman in a white shirt and blue shorts,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/132038_2152765_551635_rg.png,1
793,a small sliced with a small cheese in a blue and cheese,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/91130_1535308_711343_gr.png,2
1903,the man in the black shirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/84550_187574_198359_rg.png,1
884,the red donut,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/377926_2107014_1068594_rg.png,1
5326,a man in a blue shirt holding a counter,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/397148_1738085_191523_rg.png,1
628,a black couch with a white and black seat,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/66337_2211816_444419_rg.png,1
4129,a computer monitor on it,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/456071_35887_124553_rg.png,1
4795,a woman in a black shirt looking at the phone,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/55618_541936_533919_gr.png,2
2984,a young girl in a young child,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/387058_215746_253078_rg.png,1
5098,a man in a blue shirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/105184_522206_532402_gr.png,2
1715,a silver umbrella,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/190764_159663_158215_gr.png,2
2439,a box of food in a bowl,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/552114_1534641_1540234_rg.png,1
5423,a black color bag with a white backpack,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/330311_1184473_1184527_gr.png,2
3595,a hot dog tired of a hot plate,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/209494_1569240_505995_rg.png,1
1614,the wine glass of the wine,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/116882_664956_1613040_rg.png,1
141,a red car with a red and white truck,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/409740_399187_485557_rg.png,1
855,the man in a black shirt is sitting on a sofa,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/222251_214545_223550_rg.png,1
4777,the animal lying laying on the right,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/175210_587694_587835_rg.png,1
1622,a little girl in a red shirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/215224_454502_1708882_gr.png,2
2007,a man in a black shirt and white jeans,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/420620_148153_153588_gr.png,2
3536,a woman in a black and black shirt with a white hands on his back,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/201192_437429_443219_rg.png,1
3994,a man in a black shirt holding a black,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/545987_2161784_514631_rg.png,1
5611,a man in a bat,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/564676_629981_455794_rg.png,1
4957,the police and black bike,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/301602_154089_153742_rg.png,1
3213,a black umbrella,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/348865_56723_2150038_rg.png,1
4345,a man with a white shirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/194842_1104065_462630_rg.png,1
4773,the animal sheep sheep,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/175210_587694_587835_gr.png,2
1490,a pizza in a pizza on a plate of a plate,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/444344_1071649_372972_gr.png,2
3963,a man in a white shirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/193682_476678_427803_gr.png,2
4048,a man in a blue jacket with glasses,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/292127_1720354_505173_gr.png,2
5783,a woman wearing a brown jacket and a blue jacket,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/96881_502093_1224497_rg.png,1
2960,the giraffe is standing behind the giraffe,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/176032_598414_600160_gr.png,2
2298,a woman in a white shirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/470025_488317_457300_gr.png,2
4033,a bowl of a carrots,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/267540_717986_1041163_rg.png,1
2331,a man in a black shirt and a brown tie,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/398367_424481_1187036_rg.png,1
2551,a skier in a black jacket,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/564449_485057_1727045_rg.png,1
2183,a bike with a bicycle,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/478132_344084_344184_rg.png,1
1674,a baseball baseball ball,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/411862_1713600_442015_gr.png,2
3636,a white sheep with a white color grass,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/258727_61866_62432_gr.png,2
