target,distractor,similarity,model_name,speaker_score,listener_score,description
805_6,805_0,4,sampling_speaker1,-9.43145328612,-2.97431778908,jenny wants mike to eat the hamburger
805_6,805_0,4,sampling_speaker1,-4.11002162367,-0.00275611877441,jenny is wearing a funny hat
805_6,805_0,4,sampling_speaker1,-7.6633274123,-0.00431871414185,a hot dogs are on the grill
805_6,805_0,4,sampling_speaker1,-28.350992651,-0.867736101151,jenny cry eating a hotdog
805_6,805_0,4,sampling_speaker1,-28.965403348,-1.76459264755,the cloud is share the ground
853_5,853_5,0,sampling_speaker1,-10.4315755253,-0.693147182465,mike is wearing the crown
853_5,853_5,0,sampling_speaker1,-8.35182556645,-0.693147182465,mike and jenny are getting rained on
853_5,853_5,0,sampling_speaker1,-14.8925083455,-0.693147182465,the mustard is on the ground
853_5,853_5,0,sampling_speaker1,-10.418948893,-0.693147182465,jenny is holding a football
853_5,853_5,0,sampling_speaker1,-20.6443512314,-0.693147182465,jenny is in the rain that baloon
853_5,853_5,0,sampling_speaker1,-11.2823837145,-0.693147182465,jenny is about the rain
853_5,853_5,0,sampling_speaker1,-13.3554284033,-0.693147182465,rain is a cloud
853_5,853_5,0,sampling_speaker1,-18.1720059272,-0.693147182465,mike and jenny say want to have pie
853_5,853_5,0,sampling_speaker1,-5.66030364057,-0.693147182465,jenny is holding the pie
853_5,853_5,0,sampling_speaker1,-22.6272561174,-0.693147659302,the bear some hotdogs
892_8,823_2,3,sampling_speaker1,-4.43649881695,-0.585228919983,mike is wearing a witch hat
892_8,823_2,3,sampling_speaker1,-17.1473288646,-0.000198841094971,mike is holding the duck would racket
892_8,823_2,3,sampling_speaker1,-7.95799683359,-0.00272369384766,jenny is holding a tennis racket
892_8,823_2,3,sampling_speaker1,-11.987006509,-0.00237083435059,the duck is walking on the ground
892_8,823_2,3,sampling_speaker1,-8.23531949961,-1.55455243587,the helicopter is flying over jenny
892_8,823_2,3,sampling_speaker1,-9.69793404799,-2.42934942245,the bear is wearing a witch hat
892_8,823_2,3,sampling_speaker1,-12.1189486488,-2.80556201935,a helicopter is flying nearby
892_8,823_2,3,sampling_speaker1,-18.536895011,-0.370497703552,mikes hot air hat is on the head
892_8,823_2,3,sampling_speaker1,-25.8503508393,-1.1448584795,a hot-dog is shinning in the grass
892_8,823_2,3,sampling_speaker1,-11.1910222695,-0.00806212425232,a duck is sitting by the slide
848_6,848_8,3,sampling_speaker1,-10.1801833946,-0.241401195526,mike and jenny have a pizza
848_6,848_8,3,sampling_speaker1,-12.4932239425,-0.241329193115,jenny is waving to eat a pizza
848_6,848_8,3,sampling_speaker1,-27.889112825,-0.361154556274,the burger and set does food are on the
848_6,848_8,3,sampling_speaker1,-13.680682301,-0.61074590683,there is pizza pepperoni on the table
848_6,848_8,3,sampling_speaker1,-11.1334302003,-0.653242111206,theres a pizza on the table
848_6,848_8,3,sampling_speaker1,-9.69629946889,-0.366811275482,jenny is excited to eat the food
848_6,848_8,3,sampling_speaker1,-5.73093229459,-1.09911251068,jenny is standing on the table
848_6,848_8,3,sampling_speaker1,-4.35184059271,-0.490424633026,a pizza is on the table
848_6,848_8,3,sampling_speaker1,-3.24010699034,-0.473932266235,the pizza is on the table
848_6,848_8,3,sampling_speaker1,-40.3059666619,-1.82877063751,a dropping cover ate picnic table between mike and
815_8,815_3,2,sampling_speaker1,-10.9433610721,-0.663054704666,mike has a crown on his head
815_8,815_3,2,sampling_speaker1,-22.5187817298,-0.0469991266727,an apple tree jenny is going to eat
815_8,815_3,2,sampling_speaker1,-6.95072746884,-0.0179541110992,apples are growing on the tree
815_8,815_3,2,sampling_speaker1,-31.5051821727,-1.12742567062,mike is standing meat
815_8,815_3,2,sampling_speaker1,-11.848900447,-1.06409943104,jenny kicked the football
815_8,815_3,2,sampling_speaker1,-25.4436724745,-0.052201628685,theres a big green apple tree between mike and
815_8,815_3,2,sampling_speaker1,-13.7185761339,-1.46104073524,jenny has kicked the football to crown
815_8,815_3,2,sampling_speaker1,-16.7659505418,-1.00877809525,jenny is playing football
815_8,815_3,2,sampling_speaker1,-6.25212607361,-0.865902423859,mike kicks the football to jenny
815_8,815_3,2,sampling_speaker1,-17.1396593096,-0.832190036774,jenny is wearing the crown
851_9,883_7,4,sampling_speaker1,-12.0393356669,-0.131204485893,mike and jenny are playing with a soccer-ball
851_9,883_7,4,sampling_speaker1,-13.8311906775,-0.671960115433,jenny is very angry
851_9,883_7,4,sampling_speaker1,-8.27008142031,-1.29873514175,theres a rocket in the sky
851_9,883_7,4,sampling_speaker1,-23.3227842081,-0.158866882324,jenny is flying crosslegged the swing
851_9,883_7,4,sampling_speaker1,-11.623023469,-0.643472671509,jenny and mike are happy
851_9,883_7,4,sampling_speaker1,-11.4578608091,-0.65682554245,the rocket is flying in the distance
851_9,883_7,4,sampling_speaker1,-15.2933250926,-0.449708580971,mike is near a soccer-ball
851_9,883_7,4,sampling_speaker1,-9.02907963868,-0.0236778259277,mike and jenny are on the swings
851_9,883_7,4,sampling_speaker1,-18.1020807465,-0.0217356681824,mike is siting in the swing
851_9,883_7,4,sampling_speaker1,-6.6435557562,-0.0173921585083,jenny is playing on the swing
890_5,839_0,4,sampling_speaker1,-23.2059425265,-4.20738840103,there is a beach ball
890_5,839_0,4,sampling_speaker1,-15.2404776458,-0.30642414093,the balloons are in the tree
890_5,839_0,4,sampling_speaker1,-6.24981287997,-0.048367023468,jenny has four balloons
890_5,839_0,4,sampling_speaker1,-7.67916273889,-0.0173001289368,jenny is running with balloons
890_5,839_0,4,sampling_speaker1,-6.83719301459,-0.954114317894,jenny is very happy
890_5,839_0,4,sampling_speaker1,-12.9708255405,-0.135443091393,jenny is standing next to mike
890_5,839_0,4,sampling_speaker1,-10.2769169905,-0.282569169998,jenny is sitting in the apple tree
890_5,839_0,4,sampling_speaker1,-16.5763483833,-0.0290017127991,mike fell off the balloons
890_5,839_0,4,sampling_speaker1,-17.6418578247,-0.0403635501862,mike is next to the balloons
890_5,839_0,4,sampling_speaker1,-25.4805843385,-0.0023980140686,mike tells jenny when away from the storm
845_2,885_6,4,sampling_speaker1,-20.2638577221,-1.55941438675,jenny wanted the kite
845_2,885_6,4,sampling_speaker1,-14.8530621274,-0.903086662292,jenny is holding balloons while wearing a baseball cap
845_2,885_6,4,sampling_speaker1,-24.7242384563,-1.71043550968,mike is happy to land
845_2,885_6,4,sampling_speaker1,-20.5880886129,-0.810191392899,jenny wants to play baseball with mike and even
845_2,885_6,4,sampling_speaker1,-26.4303214666,-0.107208251953,won has is wearing sunglasses
845_2,885_6,4,sampling_speaker1,-12.3388930957,-0.113068580627,jenny wants to play soccer with the baseball
845_2,885_6,4,sampling_speaker1,-24.6538847771,-0.692222356796,there are very enjoying the balloons
845_2,885_6,4,sampling_speaker1,-4.48431402291,-2.26726961136,jenny is wearing a baseball cap
845_2,885_6,4,sampling_speaker1,-10.9952583411,-0.00634098052979,jenny is playing with her soccer ball
845_2,885_6,4,sampling_speaker1,-8.35484919871,-0.00150293111801,jenny is kicking the soccer ball
878_3,878_3,0,sampling_speaker1,-14.5734217727,-0.693147182465,the bear is scaring mike and jenny
878_3,878_3,0,sampling_speaker1,-3.83640329492,-0.693147659302,the bear is wearing a viking hat
878_3,878_3,0,sampling_speaker1,-19.0903852464,-0.69314712286,there is a helicopter hat
878_3,878_3,0,sampling_speaker1,-17.1140662713,-0.693147182465,lightening has the sky
878_3,878_3,0,sampling_speaker1,-11.3394084249,-0.693147182465,there is a soda in the sky
878_3,878_3,0,sampling_speaker1,-17.3257873925,-0.693147182465,mike and jenny are unhappy
878_3,878_3,0,sampling_speaker1,-9.11068010971,-0.693147182465,jenny is waving at the bear
878_3,878_3,0,sampling_speaker1,-10.8818420661,-0.693147182465,there is a bear on the grass
878_3,878_3,0,sampling_speaker1,-9.4725999579,-0.693147182465,the bear has on the hat
878_3,878_3,0,sampling_speaker1,-11.8039932298,-0.693146705627,a bear has the mustard on his hat
869_5,879_0,4,sampling_speaker1,-17.7590516581,-0.12232542038,mike is waving to bumble jenny
869_5,879_0,4,sampling_speaker1,-12.1721032398,-0.11255645752,mike is holding a hot dog
869_5,879_0,4,sampling_speaker1,-4.17463937035,-0.170642375946,jenny is waving at the bear
869_5,879_0,4,sampling_speaker1,-12.5035042718,-0.134628772736,the dog is waving at the bear
869_5,879_0,4,sampling_speaker1,-5.33910681763,-0.304973602295,mike is waving at jenny
869_5,879_0,4,sampling_speaker1,-29.5540141267,-0.279752731323,mike chased up a bear fast and jenny
869_5,879_0,4,sampling_speaker1,-8.46280448884,-0.179977655411,the bear wants to play with the hot dog
869_5,879_0,4,sampling_speaker1,-6.87120255641,-1.93289518356,the bear is standing beside the tree
869_5,879_0,4,sampling_speaker1,-8.97967364254,-0.304973602295,mike is waving at jenny
869_5,879_0,4,sampling_speaker1,-13.9761406582,-1.48153400421,an apple tree is between mike and the bear
872_0,872_5,2,sampling_speaker1,-6.92229971709,-1.25567793846,the cat is beside the tree
872_0,872_5,2,sampling_speaker1,-14.7331939682,-1.41098809242,it is a sunny day
872_0,872_5,2,sampling_speaker1,-10.9339196824,-0.0105233192444,mike is wearing black sunglasses
872_0,872_5,2,sampling_speaker1,-8.5043913387,-0.0431175231934,the sun glasses
872_0,872_5,2,sampling_speaker1,-12.7274104712,-0.670662879944,the owl is in the tree
872_0,872_5,2,sampling_speaker1,-13.1509273631,-0.778330564499,the airplane is flying towards jenny
872_0,872_5,2,sampling_speaker1,-10.5141974285,-1.14340376854,the cat is under the tree
872_0,872_5,2,sampling_speaker1,-5.06760515106,-1.14340376854,the cat is under the tree
872_0,872_5,2,sampling_speaker1,-5.7298841464,-0.0143609046936,mike is wearing the sun glasses
872_0,872_5,2,sampling_speaker1,-15.4471183305,-0.312522649765,a plane is landing over the park
889_4,889_4,0,sampling_speaker1,-10.5689115749,-0.693147182465,the owl is standing on a tree
889_4,889_4,0,sampling_speaker1,-10.5424477423,-0.693147420883,jenny is near the beach ball
889_4,889_4,0,sampling_speaker1,-17.9007203875,-0.693147182465,jenny and mike are on the swings
889_4,889_4,0,sampling_speaker1,-18.979464367,-0.693147182465,mike is hitting the owl
889_4,889_4,0,sampling_speaker1,-18.2987687906,-0.693147182465,the sun is sky above the bright
889_4,889_4,0,sampling_speaker1,-8.62194147438,-0.693147182465,mike kicks the owl
889_4,889_4,0,sampling_speaker1,-18.1963869748,-0.693147242069,jenny is kicking a soccer-ball
889_4,889_4,0,sampling_speaker1,-11.1669820783,-0.693147182465,mike is wearing a ball hat
889_4,889_4,0,sampling_speaker1,-4.24937850138,-0.693147182465,jenny is wearing sunglasses
889_4,889_4,0,sampling_speaker1,-15.4937234925,-0.693147182465,mike is happy the owl is sitting on the
815_0,815_9,4,sampling_speaker1,-20.5905139006,-0.446318387985,jenny is carrying the ball
815_0,815_9,4,sampling_speaker1,-17.9085412175,-0.403538703918,jenny wears a crown
815_0,815_9,4,sampling_speaker1,-6.30315649724,-0.81154692173,jenny kicked the football to mike
815_0,815_9,4,sampling_speaker1,-7.32767116035,-1.37748801708,jenny kicked the football
815_0,815_9,4,sampling_speaker1,-8.46408509791,-0.791736662388,mike is kicking the ball to jenny
815_0,815_9,4,sampling_speaker1,-14.7616435383,-0.168740272522,mike is wearing the crown
815_0,815_9,4,sampling_speaker1,-9.2943542547,-1.11810410023,the football is stuck in the tree
815_0,815_9,4,sampling_speaker1,-3.75792893567,-0.55797958374,mike is wearing a pirate hat
815_0,815_9,4,sampling_speaker1,-5.79526536461,-0.222078323364,jenny is wearing the crown
815_0,815_9,4,sampling_speaker1,-18.5822526095,-0.415050268173,jennys crown is walking by the sun
825_8,825_3,4,sampling_speaker1,-11.675387983,-0.16885638237,jenny is kicking the dog to a ball
825_8,825_3,4,sampling_speaker1,-6.30480661935,-0.0872325897217,the owl is on the tree
825_8,825_3,4,sampling_speaker1,-7.64806544156,-0.106331110001,there is an owl on the tree
825_8,825_3,4,sampling_speaker1,-5.56190345545,-0.0129702091217,the dog is standing by the tree
825_8,825_3,4,sampling_speaker1,-13.0468574284,-0.247418701649,jenny is upset with her dog
825_8,825_3,4,sampling_speaker1,-24.173872392,-0.212175130844,the owl is on the trees
825_8,825_3,4,sampling_speaker1,-16.7282861341,-0.446710348129,jenny and the owl
825_8,825_3,4,sampling_speaker1,-12.7955085223,-0.718726038933,jenny offers the dog to the owl
825_8,825_3,4,sampling_speaker1,-5.68522707241,-0.615211844444,the dog is watching jenny
825_8,825_3,4,sampling_speaker1,-15.7492554686,-0.428092956543,the dog is looking at smiling
838_4,893_0,4,sampling_speaker1,-7.54895458993,-9.53674316406e-06,the pie is beside the table
838_4,893_0,4,sampling_speaker1,-12.9318854335,-0.000157833099365,jenny is waving on the picnic table
838_4,893_0,4,sampling_speaker1,-5.16374772291,-0.000533580780029,jenny is standing by the table
838_4,893_0,4,sampling_speaker1,-10.485463595,-0.00320100784302,the dog is standing next to the table
838_4,893_0,4,sampling_speaker1,-15.5454450704,-0.675650179386,mike is sad he is waving
838_4,893_0,4,sampling_speaker1,-6.91423667734,-1.38282775879e-05,there is a pie on the table
838_4,893_0,4,sampling_speaker1,-7.95409211552,-0.00131404399872,mike is throwing the pie
838_4,893_0,4,sampling_speaker1,-20.0528483002,-0.00464534759521,the pink is on the table
838_4,893_0,4,sampling_speaker1,-30.9390214508,-0.000785827636719,the put off the yellow table
838_4,893_0,4,sampling_speaker1,-23.2674971688,-2.86102294922e-06,the pie and yellow table outside the two
894_3,894_3,0,sampling_speaker1,-22.323669477,-0.693147063255,jenny sat next to the slide
894_3,894_3,0,sampling_speaker1,-14.4470172942,-0.693147182465,jenny is mad that the pie took the pie
894_3,894_3,0,sampling_speaker1,-9.85292590253,-0.693147182465,mike fell off the slide
894_3,894_3,0,sampling_speaker1,-16.7918824505,-0.693147182465,mike thinks the pie
894_3,894_3,0,sampling_speaker1,-13.5041897847,-0.693147182465,jenny is sad because mike is angry
894_3,894_3,0,sampling_speaker1,-15.943492373,-0.693147182465,jenny is calling the pie
894_3,894_3,0,sampling_speaker1,-12.0725152724,-0.693147182465,mike is playing on the slide
894_3,894_3,0,sampling_speaker1,-10.2708049006,-0.693147182465,mike is sad that jenny is mad at the
894_3,894_3,0,sampling_speaker1,-13.5297246244,-0.693147182465,jenny has purple shoes on
894_3,894_3,0,sampling_speaker1,-4.84493405724,-0.693147182465,jenny is holding a pie
832_7,859_2,3,sampling_speaker1,-6.04480064531,-0.979761123657,the sun is in the sky
832_7,859_2,3,sampling_speaker1,-7.38269433858,-1.84167480469,mike has a hot dog
832_7,859_2,3,sampling_speaker1,-30.2096011329,-1.13032484055,mike and jenny wonders grow on the the grill
832_7,859_2,3,sampling_speaker1,-9.18977336289,-0.0104513168335,the cat is on top of the grill
832_7,859_2,3,sampling_speaker1,-14.0679538434,-0.00988984107971,a cat stole jennys hot dog
832_7,859_2,3,sampling_speaker1,-12.6618579868,-2.09686517715,jenny is sitting beside the tree
832_7,859_2,3,sampling_speaker1,-10.1147518684,-0.00310969352722,the cat is hot dog
832_7,859_2,3,sampling_speaker1,-16.2379836391,-0.00243365764618,an orange cat will eat the hot dog
832_7,859_2,3,sampling_speaker1,-14.9404675373,-0.784843862057,jenny wants to run away from the hotdogs
832_7,859_2,3,sampling_speaker1,-12.8538025419,-0.68602848053,three is on the grill
852_4,854_0,4,sampling_speaker1,-17.3517743207,-0.0895042419434,jenny put her hat on the ground
852_4,854_0,4,sampling_speaker1,-19.3833026212,-0.330153942108,the dog took the hat
852_4,854_0,4,sampling_speaker1,-10.2456215196,-0.611901283264,jenny is near a brown dog
852_4,854_0,4,sampling_speaker1,-6.43880185011,-0.0138459205627,jenny is wearing a witch hat
852_4,854_0,4,sampling_speaker1,-18.1254738424,-0.370971471071,the dog is drinking the blue collar
852_4,854_0,4,sampling_speaker1,-6.21543328774,-1.42760038376,the dog is next to the tree
852_4,854_0,4,sampling_speaker1,-8.1055728863,-0.109560489655,jenny is wearing the hat
852_4,854_0,4,sampling_speaker1,-20.1305108719,-0.112283110619,jenny is surprised by the dog about to get
852_4,854_0,4,sampling_speaker1,-15.4788360967,-0.767319202423,there are three trees in the grass
852_4,854_0,4,sampling_speaker1,-14.6951519696,-0.811838388443,the dog smiles at jenny
821_0,886_4,4,sampling_speaker1,-17.0023017093,-0.0140997171402,mike is near a soccer
821_0,886_4,4,sampling_speaker1,-11.0761334645,-0.341107368469,mike stands in front of the tree
821_0,886_4,4,sampling_speaker1,-17.6863747761,-0.385128736496,jenny is under the tree
821_0,886_4,4,sampling_speaker1,-12.8654157072,-0.000158786773682,jenny threw a soccer ball
821_0,886_4,4,sampling_speaker1,-12.1526444925,-0.00627997517586,jenny is playing soccer
821_0,886_4,4,sampling_speaker1,-11.5541378436,-0.17879652977,jenny is running away from mike
821_0,886_4,4,sampling_speaker1,-6.66767015148,-1.85966491699e-05,jenny kicked the soccer ball at mike
821_0,886_4,4,sampling_speaker1,-10.8128923467,-0.00627997517586,jenny is playing soccer
821_0,886_4,4,sampling_speaker1,-19.8591034977,-0.917479038239,jenny is waving to the appletree
821_0,886_4,4,sampling_speaker1,-11.5189917747,-1.23426532745,jenny is wearing a hat
831_9,831_2,4,sampling_speaker1,-18.3039949297,-1.49053239822,mike has a soft soda with balloons
831_9,831_2,4,sampling_speaker1,-19.6056357664,-0.965396881104,jenny is jumping in the angry
831_9,831_2,4,sampling_speaker1,-10.2316903943,-0.0812230110168,the cat is stuck in the sandbox
831_9,831_2,4,sampling_speaker1,-22.9191649584,-0.10825407505,here facing the cat is sitting in the sand
831_9,831_2,4,sampling_speaker1,-4.78490565934,-0.0740015506744,the cat is in the sandbox
831_9,831_2,4,sampling_speaker1,-10.6340727231,-0.0352475643158,the cat and mike are in the sandbox
831_9,831_2,4,sampling_speaker1,-7.37616452018,-0.0580103844404,the cat is sitting by the sand box
831_9,831_2,4,sampling_speaker1,-6.7561334927,-0.154745101929,jenny is jumping in the air
831_9,831_2,4,sampling_speaker1,-6.38325228411,-0.185126304626,the cat is watching the balloons
831_9,831_2,4,sampling_speaker1,-11.993928995,-0.923828125,jenny has four balloons
897_6,835_2,4,sampling_speaker1,-16.570472957,-0.15845811367,the cat is watching jenny
897_6,835_2,4,sampling_speaker1,-5.75742000139,-0.0235756635666,mike is holding the hot dog
897_6,835_2,4,sampling_speaker1,-19.8102781656,-0.0516214370728,jenny both sitting and the hot dog
897_6,835_2,4,sampling_speaker1,-12.7796429958,-0.0223889350891,mike waves at the cat and jenny
897_6,835_2,4,sampling_speaker1,-7.37233726042,-0.0470525920391,jenny is standing next to the dog
897_6,835_2,4,sampling_speaker1,-10.6558388323,-0.0238389968872,mike is holding a hot dog
897_6,835_2,4,sampling_speaker1,-10.9684999592,-0.237157166004,jenny is holding both arms up
897_6,835_2,4,sampling_speaker1,-10.7239267385,-0.0020432472229,the dog wanted to eat the hotdog
897_6,835_2,4,sampling_speaker1,-10.9009933107,-0.204167604446,the dog is calling the cat
897_6,835_2,4,sampling_speaker1,-9.09484404282,-0.274590849876,jenny is happy to see the dog
868_1,868_3,2,sampling_speaker1,-13.327086585,-0.978080034256,jenny is in the owl
868_1,868_3,2,sampling_speaker1,-4.90822355478,-0.000786781311035,the owl is on the soccer ball
868_1,868_3,2,sampling_speaker1,-33.2523310424,-0.0605107545853,mike holds a way together
868_1,868_3,2,sampling_speaker1,-9.17856580528,-0.00853323936462,mike is throwing the ball to jenny
868_1,868_3,2,sampling_speaker1,-13.5928085779,-0.000105381011963,a soccer ball is between jenny
868_1,868_3,2,sampling_speaker1,-7.33261096981,-0.00205707550049,there is a football on the ground
868_1,868_3,2,sampling_speaker1,-5.22496236432,-0.211806297302,the owl is in the tree
868_1,868_3,2,sampling_speaker1,-21.2321979914,-0.326281785965,mike thinks that the owl is going away
